gameId,gameDate,hometeamCity,hometeamName,hometeamId,awayteamCity,awayteamName,awayteamId,homeScore,awayScore,winner,gameType,attendance,arenaId,gameLabel,gameSubLabel,seriesGameNumber
42400213,2025-05-10 15:30:00,New York,Knicks,1610612752,Boston,Celtics,1610612738,93,115,1610612738,Playoffs,19812.0,30,East Conf. Semifinals,Game 3,3.0
42400223,2025-05-09 22:00:00,Denver,Nuggets,1610612743,Oklahoma City,Thunder,1610612760,113,104,1610612743,Playoffs,19993.0,1000046,West Conf. Semifinals,Game 3,3.0
42400203,2025-05-09 19:30:00,Indiana,Pacers,1610612754,Cleveland,Cavaliers,1610612739,104,126,1610612739,Playoffs,17274.0,1000063,East Conf. Semifinals,Game 3,3.0
42400232,2025-05-08 20:30:00,Minnesota,Timberwolves,1610612750,Golden State,Warriors,1610612744,117,93,1610612750,Playoffs,18978.0,61,West Conf. Semifinals,Game 2,2.0
42400222,2025-05-07 21:30:00,Oklahoma City,Thunder,1610612760,Denver,Nuggets,1610612743,149,106,1610612760,Playoffs,18203.0,1000052,West Conf. Semifinals,Game 2,2.0
42400212,2025-05-07 19:00:00,Boston,Celtics,1610612738,New York,Knicks,1610612752,90,91,1610612752,Playoffs,19156.0,17,East Conf. Semifinals,Game 2,2.0
42400231,2025-05-06 21:30:00,Minnesota,Timberwolves,1610612750,Golden State,Warriors,1610612744,88,99,1610612744,Playoffs,19223.0,61,West Conf. Semifinals,Game 1,1.0
42400202,2025-05-06 19:00:00,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,119,120,1610612754,Playoffs,19432.0,1000144,East Conf. Semifinals,Game 2,2.0
42400221,2025-05-05 21:30:00,Oklahoma City,Thunder,1610612760,Denver,Nuggets,1610612743,119,121,1610612743,Playoffs,18203.0,1000052,West Conf. Semifinals,Game 1,1.0
42400211,2025-05-05 19:00:00,Boston,Celtics,1610612738,New York,Knicks,1610612752,105,108,1610612752,Playoffs,19156.0,17,East Conf. Semifinals,Game 1,1.0
42400157,2025-05-04 20:30:00,Houston,Rockets,1610612745,Golden State,Warriors,1610612744,89,103,1610612744,Playoffs,18055.0,215,West First Round,Game 7,7.0
42400201,2025-05-04 18:00:00,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,112,121,1610612754,Playoffs,19432.0,1000144,East Conf. Semifinals,Game 1,1.0
42400177,2025-05-03 19:30:00,Denver,Nuggets,1610612743,Los Angeles,Clippers,1610612746,120,101,1610612743,Playoffs,19995.0,1000046,West First Round,Game 7,7.0
42400156,2025-05-02 21:00:00,Golden State,Warriors,1610612744,Houston,Rockets,1610612745,107,115,1610612745,Playoffs,18064.0,1000011,West First Round,Game 6,6.0
42400176,2025-05-01 22:00:00,Los Angeles,Clippers,1610612746,Denver,Nuggets,1610612743,111,105,1610612746,Playoffs,17927.0,1000137,West First Round,Game 6,6.0
42400126,2025-05-01 19:30:00,Detroit,Pistons,1610612765,New York,Knicks,1610612752,113,116,1610612752,Playoffs,20062.0,624,East First Round,Game 6,6.0
42400165,2025-04-30 22:00:00,Los Angeles,Lakers,1610612747,Minnesota,Timberwolves,1610612750,96,103,1610612750,Playoffs,18997.0,1000069,West First Round,Game 5,5.0
42400155,2025-04-30 19:30:00,Houston,Rockets,1610612745,Golden State,Warriors,1610612744,131,116,1610612745,Playoffs,18055.0,215,West First Round,Game 5,5.0
42400175,2025-04-29 22:00:00,Denver,Nuggets,1610612743,Los Angeles,Clippers,1610612746,131,115,1610612743,Playoffs,20005.0,1000046,West First Round,Game 5,5.0
42400115,2025-04-29 20:30:00,Boston,Celtics,1610612738,Orlando,Magic,1610612753,120,89,1610612738,Playoffs,19156.0,17,East First Round,Game 5,5.0
42400125,2025-04-29 19:30:00,New York,Knicks,1610612752,Detroit,Pistons,1610612765,103,106,1610612765,Playoffs,19812.0,30,East First Round,Game 5,5.0
42400135,2025-04-29 18:00:00,Indiana,Pacers,1610612754,Milwaukee,Bucks,1610612749,119,118,1610612754,Playoffs,17274.0,1000063,East First Round,Game 5,5.0
42400154,2025-04-28 22:00:00,Golden State,Warriors,1610612744,Houston,Rockets,1610612745,109,106,1610612744,Playoffs,18064.0,1000011,West First Round,Game 4,4.0
42400104,2025-04-28 19:30:00,Miami,Heat,1610612748,Cleveland,Cavaliers,1610612739,83,138,1610612739,Playoffs,19600.0,1000100,East First Round,Game 4,4.0
42400134,2025-04-27 21:30:00,Milwaukee,Bucks,1610612749,Indiana,Pacers,1610612754,103,129,1610612754,Playoffs,17855.0,642,East First Round,Game 4,4.0
42400114,2025-04-27 19:00:00,Orlando,Magic,1610612753,Boston,Celtics,1610612738,98,107,1610612738,Playoffs,19073.0,1000125,East First Round,Game 4,4.0
42400164,2025-04-27 15:30:00,Minnesota,Timberwolves,1610612750,Los Angeles,Lakers,1610612747,116,113,1610612750,Playoffs,19289.0,61,West First Round,Game 4,4.0
42400124,2025-04-27 13:00:00,Detroit,Pistons,1610612765,New York,Knicks,1610612752,93,94,1610612752,Playoffs,20062.0,624,East First Round,Game 4,4.0
42400153,2025-04-26 20:30:00,Golden State,Warriors,1610612744,Houston,Rockets,1610612745,104,93,1610612744,Playoffs,18064.0,1000011,West First Round,Game 3,3.0
42400174,2025-04-26 18:00:00,Los Angeles,Clippers,1610612746,Denver,Nuggets,1610612743,99,101,1610612743,Playoffs,17927.0,1000137,West First Round,Game 4,4.0
42400144,2025-04-26 15:30:00,Memphis,Grizzlies,1610612763,Oklahoma City,Thunder,1610612760,115,117,1610612760,Playoffs,16667.0,242,West First Round,Game 4,4.0
42400103,2025-04-26 13:00:00,Miami,Heat,1610612748,Cleveland,Cavaliers,1610612739,87,124,1610612739,Playoffs,19600.0,1000100,East First Round,Game 3,3.0
42400163,2025-04-25 21:30:00,Minnesota,Timberwolves,1610612750,Los Angeles,Lakers,1610612747,116,104,1610612750,Playoffs,19312.0,61,West First Round,Game 3,3.0
42400133,2025-04-25 20:00:00,Milwaukee,Bucks,1610612749,Indiana,Pacers,1610612754,117,101,1610612749,Playoffs,17942.0,642,East First Round,Game 3,3.0
42400113,2025-04-25 19:00:00,Orlando,Magic,1610612753,Boston,Celtics,1610612738,95,93,1610612753,Playoffs,18967.0,1000125,East First Round,Game 3,3.0
42400173,2025-04-24 22:00:00,Los Angeles,Clippers,1610612746,Denver,Nuggets,1610612743,117,83,1610612746,Playoffs,17927.0,1000137,West First Round,Game 3,3.0
42400143,2025-04-24 21:30:00,Memphis,Grizzlies,1610612763,Oklahoma City,Thunder,1610612760,108,114,1610612760,Playoffs,16849.0,242,West First Round,Game 3,3.0
42400123,2025-04-24 19:00:00,Detroit,Pistons,1610612765,New York,Knicks,1610612752,116,118,1610612752,Playoffs,20062.0,624,East First Round,Game 3,3.0
42400152,2025-04-23 21:30:00,Houston,Rockets,1610612745,Golden State,Warriors,1610612744,109,94,1610612745,Playoffs,18055.0,215,West First Round,Game 2,2.0
42400102,2025-04-23 19:30:00,Cleveland,Cavaliers,1610612739,Miami,Heat,1610612748,121,112,1610612739,Playoffs,19432.0,1000144,East First Round,Game 2,2.0
42400112,2025-04-23 19:00:00,Boston,Celtics,1610612738,Orlando,Magic,1610612753,109,100,1610612738,Playoffs,19156.0,17,East First Round,Game 2,2.0
42400162,2025-04-22 22:00:00,Los Angeles,Lakers,1610612747,Minnesota,Timberwolves,1610612750,94,85,1610612747,Playoffs,18997.0,1000069,West First Round,Game 2,2.0
42400142,2025-04-22 19:30:00,Oklahoma City,Thunder,1610612760,Memphis,Grizzlies,1610612763,118,99,1610612760,Playoffs,18203.0,1000052,West First Round,Game 2,2.0
42400132,2025-04-22 19:00:00,Indiana,Pacers,1610612754,Milwaukee,Bucks,1610612749,123,115,1610612754,Playoffs,17274.0,1000063,East First Round,Game 2,2.0
42400172,2025-04-21 22:00:00,Denver,Nuggets,1610612743,Los Angeles,Clippers,1610612746,102,105,1610612746,Playoffs,19989.0,1000046,West First Round,Game 2,2.0
42400122,2025-04-21 19:30:00,New York,Knicks,1610612752,Detroit,Pistons,1610612765,94,100,1610612765,Playoffs,19812.0,30,East First Round,Game 2,2.0
42400151,2025-04-20 21:30:00,Houston,Rockets,1610612745,Golden State,Warriors,1610612744,85,95,1610612744,Playoffs,18055.0,215,West First Round,Game 1,1.0
42400101,2025-04-20 19:00:00,Cleveland,Cavaliers,1610612739,Miami,Heat,1610612748,121,100,1610612739,Playoffs,19432.0,1000144,East First Round,Game 1,1.0
42400111,2025-04-20 15:30:00,Boston,Celtics,1610612738,Orlando,Magic,1610612753,103,86,1610612738,Playoffs,19156.0,17,East First Round,Game 1,1.0
42400141,2025-04-20 13:00:00,Oklahoma City,Thunder,1610612760,Memphis,Grizzlies,1610612763,131,80,1610612760,Playoffs,18203.0,1000052,West First Round,Game 1,1.0
42400161,2025-04-19 20:30:00,Los Angeles,Lakers,1610612747,Minnesota,Timberwolves,1610612750,95,117,1610612750,Playoffs,18997.0,1000069,West First Round,Game 1,1.0
42400121,2025-04-19 18:00:00,New York,Knicks,1610612752,Detroit,Pistons,1610612765,123,112,1610612752,Playoffs,19812.0,30,East First Round,Game 1,1.0
42400171,2025-04-19 15:30:00,Denver,Nuggets,1610612743,Los Angeles,Clippers,1610612746,112,110,1610612743,Playoffs,19973.0,1000046,West First Round,Game 1,1.0
42400131,2025-04-19 13:00:00,Indiana,Pacers,1610612754,Milwaukee,Bucks,1610612749,117,98,1610612754,Playoffs,17274.0,1000063,East First Round,Game 1,1.0
52400211,2025-04-18 21:30:00,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,120,106,1610612763,Play-in Tournament,17794.0,242,SoFi Play-In Tournament,West,0.0
52400201,2025-04-18 19:00:00,Atlanta,Hawks,1610612737,Miami,Heat,1610612748,114,123,1610612748,Play-in Tournament,17690.0,650,SoFi Play-In Tournament,East,0.0
52400131,2025-04-16 22:00:00,Sacramento,Kings,1610612758,Dallas,Mavericks,1610612742,106,120,1610612742,Play-in Tournament,17939.0,609,SoFi Play-In Tournament,West,0.0
52400111,2025-04-16 19:30:00,Chicago,Bulls,1610612741,Miami,Heat,1610612748,90,109,1610612748,Play-in Tournament,21380.0,66,SoFi Play-In Tournament,East,0.0
52400121,2025-04-15 22:00:00,Golden State,Warriors,1610612744,Memphis,Grizzlies,1610612763,121,116,1610612744,Play-in Tournament,18064.0,1000011,SoFi Play-In Tournament,West,0.0
52400101,2025-04-15 19:30:00,Orlando,Magic,1610612753,Atlanta,Hawks,1610612737,120,95,1610612753,Play-in Tournament,18846.0,1000125,SoFi Play-In Tournament,East,0.0
22401193,2025-04-13 15:30:00,Houston,Rockets,1610612745,Denver,Nuggets,1610612743,111,126,1610612743,Regular Season,18055.0,215,,,0.0
22401194,2025-04-13 15:30:00,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,132,97,1610612763,Regular Season,17794.0,242,,,0.0
22401195,2025-04-13 15:30:00,Minnesota,Timberwolves,1610612750,Utah,Jazz,1610612762,116,105,1610612750,Regular Season,18978.0,61,,,0.0
22401196,2025-04-13 15:30:00,New Orleans,Pelicans,1610612740,Oklahoma City,Thunder,1610612760,100,115,1610612760,Regular Season,17761.0,160,,,0.0
22401197,2025-04-13 15:30:00,San Antonio,Spurs,1610612759,Toronto,Raptors,1610612761,125,118,1610612759,Regular Season,18672.0,1000118,,,0.0
22401198,2025-04-13 15:30:00,Golden State,Warriors,1610612744,Los Angeles,Clippers,1610612746,119,124,1610612746,Regular Season,18064.0,1000011,,,0.0
22401199,2025-04-13 15:30:00,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,109,81,1610612757,Regular Season,19335.0,51,,,0.0
22401200,2025-04-13 15:30:00,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,109,98,1610612758,Regular Season,17832.0,609,,,0.0
22401186,2025-04-13 13:00:00,Atlanta,Hawks,1610612737,Orlando,Magic,1610612753,117,105,1610612737,Regular Season,17714.0,650,,,0.0
22401187,2025-04-13 13:00:00,Boston,Celtics,1610612738,Charlotte,Hornets,1610612766,93,86,1610612738,Regular Season,19156.0,17,,,0.0
22401188,2025-04-13 13:00:00,Brooklyn,Nets,1610612751,New York,Knicks,1610612752,105,113,1610612752,Regular Season,17926.0,461,,,0.0
22401189,2025-04-13 13:00:00,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,118,126,1610612754,Regular Season,19432.0,1000144,,,0.0
22401190,2025-04-13 13:00:00,Miami,Heat,1610612748,Washington,Wizards,1610612764,118,119,1610612764,Regular Season,19968.0,1000100,,,0.0
22401191,2025-04-13 13:00:00,Philadelphia,76ers,1610612755,Chicago,Bulls,1610612741,102,122,1610612741,Regular Season,20059.0,419,,,0.0
22401192,2025-04-13 13:00:00,Milwaukee,Bucks,1610612749,Detroit,Pistons,1610612765,140,133,1610612749,Regular Season,17796.0,642,,,0.0
22401185,2025-04-11 22:30:00,Los Angeles,Lakers,1610612747,Houston,Rockets,1610612745,140,109,1610612747,Regular Season,18997.0,1000069,,,0.0
22401182,2025-04-11 22:00:00,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,117,98,1610612756,Regular Season,17071.0,1000145,,,0.0
22401183,2025-04-11 22:00:00,Portland,Trail Blazers,1610612757,Golden State,Warriors,1610612744,86,103,1610612744,Regular Season,19335.0,51,,,0.0
22401184,2025-04-11 22:00:00,Sacramento,Kings,1610612758,Los Angeles,Clippers,1610612746,100,101,1610612746,Regular Season,16435.0,609,,,0.0
22401181,2025-04-11 21:30:00,Utah,Jazz,1610612762,Oklahoma City,Thunder,1610612760,111,145,1610612760,Regular Season,18175.0,1000106,,,0.0
22401179,2025-04-11 21:00:00,Minnesota,Timberwolves,1610612750,Brooklyn,Nets,1610612751,117,91,1610612750,Regular Season,18978.0,61,,,0.0
22401180,2025-04-11 21:00:00,Denver,Nuggets,1610612743,Memphis,Grizzlies,1610612763,117,109,1610612743,Regular Season,20015.0,1000046,,,0.0
22401178,2025-04-11 20:30:00,Dallas,Mavericks,1610612742,Toronto,Raptors,1610612761,124,102,1610612742,Regular Season,20177.0,193,,,0.0
22401176,2025-04-11 20:00:00,Chicago,Bulls,1610612741,Washington,Wizards,1610612764,119,89,1610612741,Regular Season,21400.0,66,,,0.0
22401177,2025-04-11 20:00:00,New Orleans,Pelicans,1610612740,Miami,Heat,1610612748,104,153,1610612748,Regular Season,17087.0,160,,,0.0
22401174,2025-04-11 19:30:00,Boston,Celtics,1610612738,Charlotte,Hornets,1610612766,130,94,1610612738,Regular Season,19156.0,17,,,0.0
22401175,2025-04-11 19:30:00,New York,Knicks,1610612752,Cleveland,Cavaliers,1610612739,102,108,1610612739,Regular Season,19812.0,30,,,0.0
22401171,2025-04-11 19:00:00,Detroit,Pistons,1610612765,Milwaukee,Bucks,1610612749,119,125,1610612749,Regular Season,20062.0,624,,,0.0
22401172,2025-04-11 19:00:00,Indiana,Pacers,1610612754,Orlando,Magic,1610612753,115,129,1610612753,Regular Season,17010.0,1000063,,,0.0
22401173,2025-04-11 19:00:00,Philadelphia,76ers,1610612755,Atlanta,Hawks,1610612737,110,124,1610612737,Regular Season,19752.0,419,,,0.0
22401170,2025-04-10 21:30:00,Memphis,Grizzlies,1610612763,Minnesota,Timberwolves,1610612750,125,141,1610612750,Regular Season,17007.0,242,,,0.0
22401161,2025-04-10 20:00:00,Milwaukee,Bucks,1610612749,New Orleans,Pelicans,1610612740,136,111,1610612749,Regular Season,17341.0,642,,,0.0
22401169,2025-04-10 19:30:00,Brooklyn,Nets,1610612751,Atlanta,Hawks,1610612737,109,133,1610612737,Regular Season,17926.0,461,,,0.0
22401167,2025-04-10 19:00:00,Detroit,Pistons,1610612765,New York,Knicks,1610612752,115,106,1610612765,Regular Season,20062.0,624,,,0.0
22401168,2025-04-10 19:00:00,Indiana,Pacers,1610612754,Cleveland,Cavaliers,1610612739,114,112,1610612754,Regular Season,17020.0,1000063,,,0.0
22401166,2025-04-09 22:30:00,Los Angeles,Clippers,1610612746,Houston,Rockets,1610612745,134,117,1610612746,Regular Season,17927.0,1000137,,,0.0
22401163,2025-04-09 22:00:00,Golden State,Warriors,1610612744,San Antonio,Spurs,1610612759,111,114,1610612759,Regular Season,18064.0,1000011,,,0.0
22401164,2025-04-09 22:00:00,Phoenix,Suns,1610612756,Oklahoma City,Thunder,1610612760,112,125,1610612760,Regular Season,17071.0,1000145,,,0.0
22401165,2025-04-09 22:00:00,Sacramento,Kings,1610612758,Denver,Nuggets,1610612743,116,124,1610612743,Regular Season,16161.0,609,,,0.0
22401162,2025-04-09 21:00:00,Utah,Jazz,1610612762,Portland,Trail Blazers,1610612757,133,126,1610612762,Regular Season,18175.0,1000106,,,0.0
22401160,2025-04-09 20:00:00,Chicago,Bulls,1610612741,Miami,Heat,1610612748,119,111,1610612741,Regular Season,20509.0,66,,,0.0
22401158,2025-04-09 19:30:00,Toronto,Raptors,1610612761,Charlotte,Hornets,1610612766,126,96,1610612761,Regular Season,19800.0,643,,,0.0
22401159,2025-04-09 19:30:00,Dallas,Mavericks,1610612742,Los Angeles,Lakers,1610612747,97,112,1610612747,Regular Season,20841.0,193,,,0.0
22401156,2025-04-09 19:00:00,Orlando,Magic,1610612753,Boston,Celtics,1610612738,96,76,1610612753,Regular Season,19128.0,1000125,,,0.0
22401157,2025-04-09 19:00:00,Washington,Wizards,1610612764,Philadelphia,76ers,1610612755,103,122,1610612755,Regular Season,17222.0,77,,,0.0
22401155,2025-04-08 22:30:00,Los Angeles,Clippers,1610612746,San Antonio,Spurs,1610612759,122,117,1610612746,Regular Season,17927.0,1000137,,,0.0
22401154,2025-04-08 22:00:00,Phoenix,Suns,1610612756,Golden State,Warriors,1610612744,95,133,1610612744,Regular Season,17071.0,1000145,,,0.0
22401152,2025-04-08 20:00:00,Milwaukee,Bucks,1610612749,Minnesota,Timberwolves,1610612750,110,103,1610612749,Regular Season,17341.0,642,,,0.0
22401153,2025-04-08 20:00:00,Oklahoma City,Thunder,1610612760,Los Angeles,Lakers,1610612747,136,120,1610612760,Regular Season,18203.0,1000052,,,0.0
22401150,2025-04-08 19:30:00,Brooklyn,Nets,1610612751,New Orleans,Pelicans,1610612740,119,114,1610612751,Regular Season,16407.0,461,,,0.0
22401151,2025-04-08 19:30:00,New York,Knicks,1610612752,Boston,Celtics,1610612738,117,119,1610612738,Regular Season,19812.0,30,,,0.0
22401146,2025-04-08 19:00:00,Charlotte,Hornets,1610612766,Memphis,Grizzlies,1610612763,100,124,1610612763,Regular Season,17125.0,9,,,0.0
22401147,2025-04-08 19:00:00,Cleveland,Cavaliers,1610612739,Chicago,Bulls,1610612741,135,113,1610612739,Regular Season,19432.0,1000144,,,0.0
22401148,2025-04-08 19:00:00,Indiana,Pacers,1610612754,Washington,Wizards,1610612764,104,98,1610612754,Regular Season,16144.0,1000063,,,0.0
22401149,2025-04-08 19:00:00,Orlando,Magic,1610612753,Atlanta,Hawks,1610612737,119,112,1610612753,Regular Season,18846.0,1000125,,,0.0
22401145,2025-04-07 19:30:00,Miami,Heat,1610612748,Philadelphia,76ers,1610612755,117,105,1610612748,Regular Season,19700.0,1000100,,,0.0
22401144,2025-04-07 19:00:00,Detroit,Pistons,1610612765,Sacramento,Kings,1610612758,117,127,1610612758,Regular Season,19208.0,624,,,0.0
22401143,2025-04-06 20:30:00,Golden State,Warriors,1610612744,Houston,Rockets,1610612745,96,106,1610612745,Regular Season,18064.0,1000011,,,0.0
22401142,2025-04-06 20:00:00,Denver,Nuggets,1610612743,Indiana,Pacers,1610612754,120,125,1610612754,Regular Season,19932.0,1000046,,,0.0
22401140,2025-04-06 19:00:00,New York,Knicks,1610612752,Phoenix,Suns,1610612756,112,98,1610612752,Regular Season,19812.0,30,,,0.0
22401136,2025-04-06 18:00:00,Atlanta,Hawks,1610612737,Utah,Jazz,1610612762,147,134,1610612737,Regular Season,16331.0,650,,,0.0
22401137,2025-04-06 18:00:00,Boston,Celtics,1610612738,Washington,Wizards,1610612764,124,90,1610612738,Regular Season,19156.0,17,,,0.0
22401138,2025-04-06 18:00:00,Cleveland,Cavaliers,1610612739,Sacramento,Kings,1610612758,113,120,1610612758,Regular Season,19432.0,1000144,,,0.0
22401139,2025-04-06 18:00:00,Portland,Trail Blazers,1610612757,San Antonio,Spurs,1610612759,120,109,1610612757,Regular Season,17928.0,51,,,0.0
22401134,2025-04-06 15:30:00,Brooklyn,Nets,1610612751,Toronto,Raptors,1610612761,109,120,1610612761,Regular Season,17007.0,461,,,0.0
22401135,2025-04-06 15:30:00,Oklahoma City,Thunder,1610612760,Los Angeles,Lakers,1610612747,99,126,1610612747,Regular Season,18203.0,1000052,,,0.0
22401133,2025-04-06 13:00:00,Charlotte,Hornets,1610612766,Chicago,Bulls,1610612741,117,131,1610612741,Regular Season,18499.0,9,,,0.0
22401132,2025-04-05 22:30:00,Los Angeles,Clippers,1610612746,Dallas,Mavericks,1610612742,135,104,1610612746,Regular Season,17927.0,1000137,,,0.0
22401131,2025-04-05 20:00:00,Miami,Heat,1610612748,Milwaukee,Bucks,1610612749,115,121,1610612749,Regular Season,19734.0,1000100,,,0.0
22401129,2025-04-05 19:00:00,Detroit,Pistons,1610612765,Memphis,Grizzlies,1610612763,103,109,1610612763,Regular Season,20062.0,624,,,0.0
22401130,2025-04-05 19:00:00,Philadelphia,76ers,1610612755,Minnesota,Timberwolves,1610612750,109,114,1610612750,Regular Season,19755.0,419,,,0.0
22401128,2025-04-05 15:00:00,Atlanta,Hawks,1610612737,New York,Knicks,1610612752,105,121,1610612752,Regular Season,16199.0,650,,,0.0
22401126,2025-04-04 22:30:00,Los Angeles,Lakers,1610612747,New Orleans,Pelicans,1610612740,124,108,1610612747,Regular Season,18997.0,1000069,,,0.0
22401127,2025-04-04 22:30:00,Los Angeles,Clippers,1610612746,Dallas,Mavericks,1610612742,114,91,1610612746,Regular Season,17927.0,1000137,,,0.0
22401125,2025-04-04 22:00:00,Golden State,Warriors,1610612744,Denver,Nuggets,1610612743,118,104,1610612744,Regular Season,18064.0,1000011,,,0.0
22401122,2025-04-04 20:00:00,Chicago,Bulls,1610612741,Portland,Trail Blazers,1610612757,118,113,1610612741,Regular Season,21572.0,66,,,0.0
22401123,2025-04-04 20:00:00,Houston,Rockets,1610612745,Oklahoma City,Thunder,1610612760,125,111,1610612745,Regular Season,18055.0,215,,,0.0
22401124,2025-04-04 20:00:00,San Antonio,Spurs,1610612759,Cleveland,Cavaliers,1610612739,113,114,1610612739,Regular Season,17819.0,1000118,,,0.0
22401120,2025-04-04 19:30:00,Boston,Celtics,1610612738,Phoenix,Suns,1610612756,123,103,1610612738,Regular Season,19156.0,17,,,0.0
22401121,2025-04-04 19:30:00,Toronto,Raptors,1610612761,Detroit,Pistons,1610612765,105,117,1610612765,Regular Season,19491.0,643,,,0.0
22401118,2025-04-04 19:00:00,Charlotte,Hornets,1610612766,Sacramento,Kings,1610612758,102,125,1610612758,Regular Season,15896.0,9,,,0.0
22401119,2025-04-04 19:00:00,Indiana,Pacers,1610612754,Utah,Jazz,1610612762,140,112,1610612754,Regular Season,17274.0,1000063,,,0.0
